ID,First Name,Last Name,Team,Position,Assists,bonus,Total points,xA,CS,Gc,Goals Scored,minutes,red_cards,starts,xG,xGi,xGc,code,PpG
296,Victor,Kristiansen,11,2,1,0,28,1.64,1,50,0,2027,0,23,0.10,1.74,44.20,481510,1.2
297,Wanya,Marçal-Madivádua,11,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,461584,0.0
298,Stephy,Mavididi,11,3,1,3,57,3.09,1,34,3,1344,0,14,1.56,4.65,29.21,154048,2.4
299,Kasey,McAteer,11,3,1,0,18,0.22,1,8,0,380,0,4,0.55,0.77,10.11,461587,1.6
300,Wilfred,Ndidi,11,3,4,1,41,1.16,1,29,0,1376,0,17,1.64,2.80,28.47,203341,2.4
301,Caleb,Okoli,11,2,0,1,19,0.13,1,24,0,1001,0,11,0.14,0.27,23.66,473341,1.2
302,Ricardo,Barbosa Pereira,11,2,0,0,2,0.03,0,4,0,146,0,2,0.00,0.03,2.08,111931,1.0
303,Harry,Souttar,11,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,194190,0.0
304,Jakub,Stolarczyk,11,1,0,0,10,0.00,0,12,0,540,0,6,0.00,0.00,9.79,436680,1.7
305,Luke,Thomas,11,2,0,0,1,0.05,0,6,0,179,0,2,0.02,0.07,3.96,244619,0.5
306,Jamie,Vardy,11,4,4,13,94,2.14,1,50,7,1956,0,24,8.78,10.92,43.82,101668,3.9
307,Jannik,Vestergaard,11,2,0,0,12,0.08,0,33,0,1304,0,15,0.04,0.12,23.98,93100,0.7
308,Danny,Ward,11,1,0,0,2,0.00,0,6,0,135,0,1,0.00,0.00,3.35,95463,1.0
309,Harry,Winks,11,3,2,0,37,1.50,0,32,0,1457,0,17,0.21,1.71,28.52,157668,1.9
310,Alisson,Ramses Becker,12,1,0,8,73,0.20,7,17,0,1608,0,18,0.00,0.20,14.26,116535,4.1
311,Trent,Alexander-Arnold,12,2,6,13,121,6.41,10,20,2,1890,0,23,1.28,7.69,16.72,169187,4.8
312,Stefan,Bajčetić Maquieira,12,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,535928,0.0
313,Conor,Bradley,12,2,0,0,16,0.26,1,5,0,364,0,2,0.49,0.75,5.47,492777,1.3
314,Fábio,Freitas Gouveia Carvalho,4,3,1,1,35,0.54,0,14,2,443,0,3,2.49,3.03,11.46,244858,1.8
315,Bobby,Clark,12,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,491970,0.0
316,Darwin,Núñez Ribeiro,12,4,2,4,49,0.35,2,16,4,887,0,7,4.04,4.39,12.45,447203,2.3
317,Diogo,Teixeira da Silva,12,3,4,4,68,1.04,5,7,5,752,0,9,6.16,7.20,6.83,194634,4.2
318,Ben,Doak,12,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,496208,0.0
319,Harvey,Elliott,12,3,1,0,12,0.35,0,1,0,75,0,0,0.07,0.42,1.39,444884,1.3
320,Endo,Wataru,12,3,0,0,11,0.04,0,1,0,99,0,0,0.00,0.04,1.06,158983,1.0
321,Cody,Gakpo,12,4,4,15,94,2.71,5,14,8,1361,0,16,5.40,8.10,12.34,243298,3.9
322,Joe,Gomez,12,2,0,0,14,0.09,1,8,0,517,0,6,0.33,0.42,5.38,171287,1.6
323,Ryan,Gravenberch,12,3,2,1,63,2.95,10,23,0,2225,0,26,0.86,3.81,22.35,441266,2.4
324,Curtis,Jones,12,3,5,4,65,0.71,3,16,3,1038,1,11,3.47,4.18,12.40,206915,3.1
325,Caoimhin,Kelleher,12,1,0,1,37,0.00,3,9,0,720,0,8,0.00,0.00,9.68,200720,4.6
326,Ibrahima,Konaté,12,2,2,1,68,0.78,7,16,1,1624,0,19,1.03,1.81,16.15,204716,3.4
327,Luis,Díaz,12,3,4,12,121,2.19,11,13,9,1591,0,19,6.87,9.06,15.35,244731,4.8
328,Mohamed,Salah,12,3,15,45,271,6.02,10,26,24,2300,0,26,19.13,25.15,23.70,118748,10.4
329,Alexis,Mac Allister,12,3,4,3,75,3.70,10,17,2,1889,0,23,2.18,5.88,17.32,243016,3.0
330,James,McConnell,12,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,491501,0.0
331,Tyler,Morton,12,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,440148,0.0
332,Nathaniel,Phillips,12,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,197464,0.0
333,Jarell,Quansah,12,2,0,0,6,0.14,0,5,0,271,0,2,0.00,0.14,4.82,441428,0.9
334,Rhys,Williams,12,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,219937,0.0
335,Andrew,Robertson,12,2,0,3,69,3.47,8,24,0,1896,1,23,0.55,4.02,20.11,122798,2.8
336,Dominik,Szoboszlai,12,3,6,8,86,4.16,8,18,3,1723,0,19,5.52,9.68,17.67,424876,3.6
337,Konstantinos,Tsimikas,12,2,1,1,25,1.05,2,2,0,358,0,3,0.08,1.13,2.86,214285,2.3
338,Sepp,van den Berg,4,2,1,1,37,0.44,2,37,0,1756,0,20,0.80,1.24,33.58,444765,1.8
339,Virgil,van Dijk,12,2,1,3,93,0.70,10,26,1,2340,0,26,1.53,2.23,24.08,97032,3.6
340,Manuel,Akanji,13,2,0,1,44,1.09,4,27,0,1707,0,20,0.70,1.79,26.78,211975,2.2
341,Nathan,Aké,13,2,0,0,24,0.15,3,9,0,601,0,7,0.22,0.37,12.89,126184,2.7
342,Bernardo,Veiga de Carvalho e Silva,13,3,4,7,72,3.27,4,34,2,1914,0,21,2.82,6.09,31.61,165809,3.1
343,Oscar,Bobb,13,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,477555,0.0
344,Scott,Carson,13,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,17601,0.0
345,Kevin,De Bruyne,13,3,8,7,72,4.45,5,13,2,1005,0,11,2.54,6.99,13.59,61366,4.2
346,Jérémy,Doku,13,3,4,3,59,1.81,4,8,3,796,0,9,0.77,2.58,8.00,248875,3.7
347,Ederson,Santana de Moraes,13,1,3,6,60,0.02,4,20,0,1440,0,16,0.00,0.02,20.77,121160,3.8
348,Phil,Foden,13,3,3,10,92,4.95,4,22,7,1437,0,16,4.61,9.55,25.99,209244,4.6
349,Jack,Grealish,13,3,1,3,25,1.52,1,9,0,599,0,6,0.78,2.30,10.33,114283,1.7
350,Joško,Gvardiol,13,2,0,7,95,2.18,6,32,5,2108,0,23,4.18,6.36,30.69,477424,4.0
351,Erling,Haaland,13,4,3,23,154,1.66,6,35,19,2210,0,25,18.30,19.96,35.00,223094,6.2
352,Julián,Álvarez,13,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,461358,0.0
353,João,Cavaco Cancelo,13,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,121145,0.0
354,Mateo,Kovačić,13,3,2,10,75,2.51,6,24,4,1546,0,18,1.39,3.89,24.03,91651,3.6
355,Rico,Lewis,13,2,2,1,53,0.82,4,20,1,1490,1,17,1.10,1.92,22.11,477064,2.6
356,Matheus Luiz,Nunes,13,3,4,2,40,2.11,2,17,0,890,0,10,0.53,2.64,16.39,465351,2.4
357,James,McAtee,13,3,0,0,18,0.03,0,3,2,98,0,0,1.34,1.37,1.33,432714,2.2
358,Stefan,Ortega Moreno,13,1,0,0,25,0.00,2,15,0,810,0,9,0.00,0.00,14.28,88248,2.8
359,Kalvin,Phillips,10,3,0,0,23,0.41,1,26,0,1026,1,12,0.40,0.81,22.48,155405,1.5
360,Rodrigo 'Rodri',Hernandez,13,3,0,0,2,0.09,0,0,0,65,0,1,0.00,0.09,0.04,220566,1.0
361,Rúben,Gato Alves Dias,13,2,0,1,34,0.75,4,14,0,1176,0,13,1.12,1.87,16.46,171314,2.4
362,John,Stones,13,2,0,2,29,0.17,1,11,2,544,0,6,0.60,0.77,5.95,97299,2.6
363,Kyle,Walker,13,2,0,0,13,1.34,0,21,0,966,0,9,0.12,1.46,19.26,58621,0.9
364,Amad,Diallo,14,3,7,14,107,3.42,6,25,6,1591,0,17,4.12,7.54,27.45,493250,4.9
365,Antony Matheus,dos Santos,14,3,0,0,8,0.21,0,2,0,135,0,0,0.60,0.81,2.05,467169,1.0
366,Bruno,Borges Fernandes,14,3,7,18,116,4.90,7,34,6,2105,2,25,7.98,12.88,35.06,141746,4.6
367,Altay,Bayindir,14,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,451302,0.0
368,Carlos Henrique,Casimiro,14,3,0,3,35,1.75,3,17,1,984,0,12,1.25,3.00,19.49,61256,2.2
369,Diogo,Dalot Teixeira,14,2,1,7,66,1.72,6,36,0,2216,0,25,1.69,3.41,39.44,216051,2.6
370,Christian,Eriksen,14,3,1,0,24,1.56,3,8,0,632,0,7,0.12,1.68,11.86,80607,1.8
371,Jonny,Evans,14,2,0,3,14,0.02,1,2,0,288,0,3,0.08,0.10,2.62,37642,2.3
372,Alejandro,Garnacho,14,3,2,4,64,1.38,3,24,3,1431,0,14,5.63,7.01,25.73,493105,2.6
373,Hannibal,Mejbri,14,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,465527,0.0
374,Tom,Heaton,14,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,21205,0.0
375,Rasmus,Højlund,14,4,1,4,48,0.80,2,23,2,1265,0,15,2.35,3.15,22.77,497894,2.3
376,Victor,Lindelöf,14,2,0,0,4,0.04,0,1,0,59,0,0,0.00,0.04,1.38,184667,0.8
377,Harry,Maguire,14,2,0,2,27,0.21,2,20,0,1264,0,14,0.61,0.82,20.51,95658,1.4
378,Kobbie,Mainoo,14,3,0,0,32,1.22,5,20,0,1282,0,15,0.60,1.82,19.84,516895,1.8
379,Tyrell,Malacia,14,2,0,0,2,0.02,0,1,0,99,0,2,0.00,0.02,0.78,222690,0.7
380,Lisandro,Martínez,14,2,1,5,68,1.21,6,27,2,1751,0,20,1.33,2.54,30.17,221820,3.4
381,Scott,McTominay,14,3,0,0,2,0.00,0,1,0,17,0,0,0.07,0.07,0.66,195851,1.0
382,Mason,Mount,14,3,0,0,8,0.08,1,4,0,243,0,4,0.40,0.48,4.08,184341,1.0
383,André,Onana,14,1,0,5,90,0.19,7,37,0,2340,0,26,0.00,0.19,41.00,202641,3.5
384,Facundo,Pellistri Rebollo,14,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,488404,0.0
385,Marcus,Rashford,2,3,4,8,72,3.12,5,12,4,1131,0,13,1.89,5.01,17.18,176297,4.0
386,Jadon,Sancho,6,3,5,3,60,2.26,2,21,2,1192,0,13,1.50,3.76,19.65,209243,3.0
387,Luke,Shaw,14,2,0,0,2,0.01,0,0,0,68,0,0,0.00,0.01,0.50,106760,1.0
388,Aaron,Wan-Bissaka,19,2,3,9,77,1.93,4,45,2,2164,0,24,1.00,2.93,42.01,214590,3.1
389,Joshua,Zirkzee,14,4,2,6,56,1.01,3,18,3,1049,0,10,3.62,4.63,20.46,458249,2.2
390,Alex,Murphy,15,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,545477,0.0
391,Miguel,Almirón Rejala,15,3,0,0,10,0.19,0,3,0,150,0,1,0.52,0.71,3.67,179018,1.1
392,Harvey,Barnes,15,3,1,9,66,2.62,1,14,5,793,0,6,2.44,5.06,13.26,201666,3.1
393,Sven,Botman,15,2,0,0,7,0.02,1,3,0,225,0,3,0.03,0.05,3.56,220237,2.3
394,Bruno,Guimarães Rodriguez Moura,15,3,6,6,90,4.12,8,33,2,2250,0,26,2.36,6.48,32.49,208706,3.5
395,Dan,Burn,15,2,0,5,67,0.69,8,34,0,2250,0,25,1.10,1.79,32.91,78916,2.7
396,Martin,Dúbravka,15,1,0,2,44,0.00,5,12,0,900,0,10,0.00,0.00,11.19,67089,4.4
397,Ryan,Fraser,17,3,0,0,7,0.10,0,12,0,303,1,4,0.02,0.12,10.39,90105,0.9
398,Anthony,Gordon,15,3,6,9,111,4.39,9,28,6,2017,0,24,7.97,12.36,27.69,232826,4.4
399,Lewis,Hall,15,2,7,9,99,3.71,8,29,0,2098,0,23,0.43,4.14,28.03,487838,3.8
400,Isaac,Hayden,15,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,153127,0.0
401,Alexander,Isak,15,4,5,28,164,3.12,7,33,19,1975,0,24,15.09,18.21,28.37,219168,6.8
402,Jacob,Murphy,15,3,8,5,97,3.61,6,22,5,1496,0,19,3.86,7.47,18.81,114243,4.2
403,Joelinton Cássio,Apolinário de Lira,15,3,1,11,76,1.67,7,26,4,1915,0,23,3.43,5.10,25.35,180974,3.3
404,Lloyd,Kelly,15,2,1,0,12,0.11,0,6,0,299,0,4,0.41,0.52,5.72,235530,1.2
405,Emil,Krafth,15,2,0,0,11,0.03,1,2,0,241,0,2,0.04,0.07,5.07,111773,2.8
406,Garang,Kuol,15,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,564510,0.0
407,Jamaal,Lascelles,15,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,101148,0.0
408,Jamal,Lewis,15,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,194799,0.0
409,Tino,Livramento,15,2,0,2,57,0.88,5,29,0,1777,0,20,0.13,1.01,26.55,441191,2.3
410,Sean,Longstaff,15,3,1,0,28,0.22,2,11,0,730,0,8,0.60,0.82,9.92,180135,1.5
411,Lewis,Miley,15,3,0,0,13,0.07,0,4,1,167,0,1,0.57,0.64,3.87,547719,1.9
412,Odysseas,Vlachodimos,15,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,111452,0.0
413,Nick,Pope,15,1,0,2,49,0.00,3,24,0,1440,0,16,0.00,0.00,22.63,98747,3.1
414,John,Ruddy,15,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,19236,0.0
415,Fabian,Schär,15,2,0,0,59,0.77,6,31,2,1872,1,21,1.77,2.54,25.02,119471,2.7
416,Matt,Targett,15,2,0,0,1,0.00,0,0,0,12,0,0,0.00,0.00,0.19,169359,1.0
417,Sandro,Tonali,15,3,1,2,51,1.14,6,23,1,1567,0,16,3.15,4.29,21.90,432422,2.1
418,Kieran,Trippier,15,2,0,2,25,0.54,2,10,0,577,0,6,0.03,0.57,8.37,77794,1.7
419,Joe,White,15,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,461484,0.0
420,Joe,Willock,15,3,2,0,35,0.79,3,12,0,723,0,8,0.87,1.66,12.13,200089,1.5
421,Callum,Wilson,15,4,0,0,5,0.00,0,4,0,77,0,0,0.04,0.04,2.37,75115,0.8
422,Ola,Aina,16,2,1,15,109,1.43,10,30,2,2261,0,26,0.57,2.00,30.53,159506,4.2
423,Elliot,Anderson,16,3,5,5,72,2.98,9,26,1,1708,0,21,1.27,4.25,24.40,215379,2.9
424,Taiwo,Awoniyi,16,4,0,0,24,0.11,0,6,1,245,0,2,2.04,2.15,4.30,210156,1.3
425,Willy,Boly,16,2,0,0,5,0.00,0,1,0,131,0,1,0.07,0.07,1.90,90585,1.0
426,Josh,Bowler,16,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,245830,0.0
427,Carlos Miguel,dos Santos Pereira,16,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,475123,0.0
428,Eric,da Silva Moreira,16,3,0,0,2,0.00,0,0,0,28,0,0,0.00,0.00,0.31,569014,1.0
429,Danilo,dos Santos de Oliveira,16,3,0,0,6,0.00,1,2,0,140,0,3,0.00,0.00,2.61,513046,2.0
430,Emmanuel,Dennis,16,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,230251,0.0
431,Nicolás,Domínguez,16,3,0,0,28,0.92,3,20,0,1191,0,13,1.22,2.14,19.43,250199,1.3
432,Anthony,Elanga,16,3,8,7,96,3.52,8,25,3,1635,0,20,3.40,6.92,24.87,449434,3.7
433,Morgan,Gibbs-White,16,3,8,12,105,3.89,9,23,5,1751,1,22,3.73,7.62,23.61,222531,4.8
434,Callum,Hudson-Odoi,16,3,3,3,78,1.93,8,17,4,1637,0,19,2.07,4.00,19.22,209046,3.5
435,Alex,Mighten,16,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,244930,0.0
436,Murillo,Santiago Costa dos Santos,16,2,0,11,87,0.95,9,33,1,2208,0,25,1.14,2.09,31.12,575476,3.5
437,Neco,Williams,16,2,1,2,68,0.67,7,18,1,1508,0,16,1.60,2.27,20.59,215136,3.0
438,Omar,Richards,16,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,204822,0.0
439,Lewis,O'Brien,16,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,243345,0.0
440,Andrew,Omobamidele,16,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,466404,0.0
441,Jonathan,Panzo,16,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,209035,0.0
442,Ibrahim,Sangaré,16,3,1,0,10,0.06,1,2,0,260,0,3,0.02,0.08,2.78,210462,1.7
443,Matz,Sels,16,1,1,9,110,0.06,10,33,0,2340,0,26,0.00,0.06,32.26,85633,4.2
444,Harry,Toffolo,16,2,0,0,3,0.01,0,1,0,45,0,0,0.02,0.03,0.74,114241,1.0
445,Matt,Turner,7,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,224068,0.0
446,Hwang,Ui-jo,16,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,201440,0.0
447,Chris,Wood,16,4,3,37,168,1.06,11,29,18,2094,0,25,10.33,11.39,27.98,60689,6.5
448,Joe,Worrall,16,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,208912,0.0
449,Ryan,Yates,16,3,1,3,51,0.40,5,18,2,1465,0,15,2.16,2.56,18.63,204968,2.2
450,Carlos,Alcaraz Durán,8,3,1,3,16,0.11,0,1,1,116,0,1,0.31,0.42,1.91,502697,4.0
451,Samuel,Amo-Ameyaw,17,3,0,0,1,0.13,0,0,0,26,0,0,0.02,0.15,1.11,499724,0.5
452,Joe,Aribo,17,3,0,7,62,1.16,1,44,3,1634,0,17,2.54,3.70,47.49,193204,2.5
453,Adam,Armstrong,17,4,3,2,45,0.56,2,35,2,1246,0,15,3.28,3.84,33.47,155511,2.2
454,Gavin,Bazunu,17,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,456350,0.0
455,Jan,Bednarek,17,2,0,2,46,0.78,2,45,2,1883,0,22,0.65,1.43,45.18,171771,2.1
456,Armel,Bella-Kotchap,17,2,0,0,0,0.00,0,4,0,78,0,0,0.00,0.00,3.81,477386,0.0
457,James,Bree,17,2,1,0,15,0.61,0,25,0,841,0,10,0.11,0.72,25.36,184386,1.2
458,Shea,Charles,17,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,463210,0.0
459,Samuel,Edozie,17,3,0,0,1,0.15,0,0,0,64,0,0,0.00,0.15,0.31,490503,0.5
460,Ronnie,Edwards,17,2,0,0,1,0.00,0,1,0,12,0,0,0.00,0.00,0.32,500926,1.0
461,Taylor,Harwood-Bellis,17,2,0,2,39,0.50,2,45,1,1894,0,22,1.55,2.05,47.82,245719,1.7
462,Kamaldeen,Sulemana,17,3,1,2,27,0.20,0,17,1,472,0,5,0.75,0.95,15.67,504783,1.9
463,Adam,Lallana,17,3,2,1,16,0.48,0,7,0,333,0,5,0.15,0.63,7.03,39155,1.2
464,Juan,Larios López,17,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,515571,0.0
465,Mateusz,Lis,17,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,200428,0.0
466,Joe,Lumley,17,1,0,0,8,0.00,0,7,0,270,0,3,0.00,0.00,9.40,167888,2.7
467,Ryan,Manning,17,2,1,0,16,1.67,0,21,0,765,0,10,0.14,1.81,23.27,204863,1.1
468,Sékou,Mara,17,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,476888,0.0
469,Alex,McCarthy,17,1,0,0,12,0.00,0,13,0,450,0,5,0.00,0.00,11.22,58376,2.4
470,Paul,Onuachu,17,4,1,1,32,0.23,0,18,2,646,0,7,1.72,1.95,17.69,147611,2.0
471,Will,Smallbone,17,3,0,0,11,0.64,0,11,0,389,0,4,0.31,0.95,10.03,214466,1.1
472,Jack,Stephens,17,2,0,2,11,0.20,1,20,0,803,2,10,0.28,0.48,19.20,88900,1.0
473,Ross,Stewart,17,4,0,0,3,0.02,0,2,0,130,0,1,0.17,0.19,2.56,230348,0.8
474,Sugawara,Yukinari,17,2,1,0,37,1.88,2,34,1,1250,0,13,0.41,2.29,33.20,219279,1.6
475,Charlie,Taylor,17,2,0,0,5,0.10,0,10,0,263,0,2,0.00,0.10,7.61,103914,0.7
476,Kyle,Walker-Peters,17,2,2,3,41,2.08,2,57,0,2140,0,24,0.49,2.56,59.38,158534,1.7
477,Nathan,Wood-Gordon,17,2,0,2,13,0.04,1,16,0,622,0,7,0.23,0.27,16.83,244845,1.4
478,Ashley,Phillips,18,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,548308,0.0
479,Brandon,Austin,18,1,0,0,1,0.00,0,2,0,90,0,1,0.00,0.00,2.53,214572,1.0
480,Rodrigo,Bentancur,18,3,0,1,37,0.72,3,15,2,1032,0,13,1.00,1.72,15.75,202993,2.3
481,Lucas,Bergvall,18,3,1,0,28,0.54,2,13,0,744,0,7,0.45,0.99,15.08,570526,1.5
482,Yves,Bissouma,18,3,0,4,43,0.46,3,18,2,1046,0,12,0.48,0.94,19.67,227127,2.1
483,Bryan,Gil Salvatierra,18,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,436234,0.0
484,Ben,Davies,18,2,0,0,23,0.21,3,7,0,630,0,7,0.16,0.37,12.23,115556,2.9
485,Alfie,Devine,18,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,496179,0.0
486,Radu,Drăgușin,18,2,0,0,24,0.16,2,29,0,1250,0,14,0.13,0.29,28.59,493125,1.5
487,Emerson,Leite de Souza Junior,18,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,241157,0.0
488,Fraser,Forster,18,1,0,0,19,0.00,1,15,0,630,0,7,0.00,0.00,14.80,40383,2.7
489,Archie,Gray,18,3,0,0,30,0.10,2,21,0,1065,0,11,0.03,0.13,22.48,547701,1.6
490,Pierre-Emile,Højbjerg,18,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,132015,0.0
491,Brennan,Johnson,18,3,4,10,104,1.24,2,22,9,1579,0,17,9.52,10.76,27.09,242898,4.5
492,Dejan,Kulusevski,18,3,4,9,109,3.96,6,35,7,2128,0,24,3.92,7.88,39.10,445044,4.2
493,Giovani,Lo Celso,18,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,200826,0.0
494,James,Maddison,18,3,6,14,116,4.84,5,21,9,1382,0,16,5.38,10.22,24.16,172780,4.8
495,Pedro,Porro,18,2,5,5,90,3.10,6,35,2,2101,0,22,1.50,4.60,38.81,441164,3.5
496,Sergio,Reguilón,18,2,0,0,1,0.24,0,1,0,121,0,0,0.07,0.31,1.18,199249,0.3
497,Richarlison,de Andrade,18,4,1,0,20,0.58,1,2,2,275,0,2,1.17,1.75,4.36,212319,2.2
498,Cristian,Romero,18,2,0,2,35,0.74,2,13,1,974,0,12,1.03,1.77,12.86,221632,2.9
499,Pape Matar,Sarr,18,3,2,1,50,0.54,2,26,2,1273,0,15,2.42,2.96,25.88,482442,2.0
500,Dane,Scarlett,18,4,1,0,5,0.00,0,0,0,27,0,0,0.00,0.00,0.49,490145,2.5
501,Oliver,Skipp,11,3,0,0,19,0.28,1,22,0,770,0,7,0.13,0.41,20.91,209042,1.2
502,Manor,Solomon,18,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,235674,0.0
503,Son,Heung-min,18,3,10,12,115,4.28,4,29,6,1742,0,21,5.55,9.83,32.40,85971,5.0
504,Djed,Spence,18,2,1,6,39,0.76,3,15,1,860,1,9,0.28,1.04,17.84,232859,3.0
505,Destiny,Udogie,18,2,1,0,39,1.11,2,22,0,1494,0,19,0.31,1.42,24.51,487053,2.1
506,Micky,van de Ven,18,2,2,2,28,0.69,2,11,0,788,0,9,0.35,1.04,9.79,491279,3.1
507,Alejo,Véliz,18,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,536908,0.0
508,Guglielmo,Vicario,18,1,0,2,49,0.00,4,14,0,1260,0,14,0.00,0.00,17.90,184254,3.5
509,Timo,Werner,18,3,3,2,33,1.54,1,12,0,496,0,4,1.04,2.58,11.36,165153,1.9
510,Alfie,Whiteman,18,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,175941,0.0
511,Edson,Álvarez Velázquez,19,3,1,0,30,0.75,2,27,0,1405,1,16,0.31,1.06,24.08,213999,1.4
512,Michail,Antonio,19,4,4,3,42,0.91,4,18,1,834,0,11,2.20,3.11,17.83,57531,3.0
513,Alphonse,Areola,19,1,0,0,33,0.00,2,27,0,1269,0,14,0.00,0.00,22.99,84182,2.2
514,Jarrod,Bowen,19,3,6,12,112,4.82,5,36,7,1917,0,22,5.98,10.80,37.24,178186,5.1
515,Maxwel,Cornet,17,3,0,0,1,0.00,0,4,0,71,0,1,0.16,0.16,1.79,149519,0.5
516,Vladimír,Coufal,19,2,0,1,18,0.80,1,15,0,729,0,8,0.27,1.06,14.20,164555,1.2
517,Aaron,Cresswell,19,2,0,0,15,0.51,1,4,0,380,0,4,0.11,0.62,6.32,55459,1.4
518,Flynn,Downes,17,3,0,0,32,1.14,2,36,1,1431,0,17,0.62,1.76,33.60,220585,1.8
519,George,Earthy,19,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,490885,0.0
520,Emerson,Palmieri dos Santos,19,2,1,2,58,1.89,4,37,2,1675,0,22,1.60,3.49,32.29,109533,2.5
521,Łukasz,Fabiański,19,1,0,2,36,0.00,2,20,0,1070,0,12,0.00,0.00,21.99,37096,2.8
522,Wes,Foderingham,19,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,82143,0.0
523,Danny,Ings,19,4,3,4,31,0.06,0,4,1,264,0,1,2.25,2.31,4.89,84939,2.2
524,Max,Kilman,19,2,1,5,56,0.82,4,47,0,2268,0,26,1.44,2.26,44.13,214048,2.2
525,Mohammed,Kudus,19,3,1,4,64,1.97,4,34,3,1743,1,21,5.08,7.05,31.66,460842,3.0
526,Luis Guilherme,Lira dos Santos,19,3,0,0,7,0.12,0,2,0,50,0,0,0.03,0.15,1.35,577114,1.0
527,Lucas,Tolentino Coelho de Lima,19,3,1,5,66,2.18,3,39,4,1696,0,20,4.89,7.07,34.09,224024,2.9
528,Konstantinos,Mavropanos,19,2,0,4,33,0.38,2,30,0,1517,1,16,1.00,1.38,30.05,233963,1.5
529,Nayef,Aguerd,19,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,210494,0.0
530,Tomáš,Souček,19,3,2,8,79,1.18,5,34,5,1838,0,21,4.04,5.22,33.03,215439,3.3
531,James,Ward-Prowse,19,3,1,0,18,1.09,2,8,0,547,1,6,0.10,1.19,7.07,101178,1.5
532,Kurt,Zouma,19,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,103192,0.0
533,Rayan,Aït-Nouri,20,2,5,6,75,1.61,4,53,3,2125,1,25,1.70,3.31,39.13,448514,3.0
