ID,First Name,Last Name,Team,Position,Assists,bonus,Total points,xA,CS,Gc,Goals Scored,minutes,red_cards,starts,xG,xGi,xGc,code,PpG
331,Tyler,Morton,12,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,440148,0.0
332,Nathaniel,Phillips,12,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,197464,0.0
333,Jarell,Quansah,12,2,0,0,1,0.00,0,0,0,45,0,1,0.00,0.00,0.31,441428,1.0
334,Rhys,Williams,12,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,219937,0.0
335,Andrew,Robertson,12,2,0,2,39,1.33,5,5,0,755,0,9,0.38,1.71,7.38,122798,3.9
336,Dominik,Szoboszlai,12,3,2,1,27,1.21,4,4,0,744,0,8,1.45,2.66,6.55,424876,2.5
337,Konstantinos,Tsimikas,12,2,0,1,13,0.59,1,1,0,228,0,2,0.08,0.67,2.00,214285,2.2
338,Sepp,van den Berg,4,2,0,0,10,0.35,0,19,0,731,0,8,0.55,0.90,14.81,444765,1.1
339,Virgil,van Dijk,12,2,1,3,56,0.24,6,6,1,990,0,11,0.46,0.70,9.37,97032,5.1
340,Manuel,Akanji,13,2,0,0,23,0.83,2,9,0,781,0,9,0.13,0.96,9.20,211975,2.6
341,Nathan,Aké,13,2,0,0,2,0.01,0,2,0,74,0,1,0.02,0.03,2.04,126184,1.0
342,Bernardo,Veiga de Carvalho e Silva,13,3,3,4,33,1.86,2,12,0,834,0,9,1.39,3.25,10.94,165809,3.0
343,Oscar,Bobb,13,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,477555,0.0
344,Scott,Carson,13,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,17601,0.0
345,Kevin,De Bruyne,13,3,1,2,19,2.18,1,5,1,372,0,4,1.24,3.42,3.73,61366,3.8
346,Jérémy,Doku,13,3,1,0,22,1.05,1,6,1,403,0,5,0.44,1.49,4.02,248875,2.8
347,Ederson,Santana de Moraes,13,1,1,2,32,0.01,2,13,0,990,0,11,0.00,0.01,13.32,121160,2.9
348,Phil,Foden,13,3,1,0,16,2.77,1,5,0,460,0,4,0.87,3.64,7.91,209244,2.0
349,Jack,Grealish,13,3,1,3,15,1.04,0,4,0,343,0,4,0.54,1.58,4.80,114283,2.1
350,Joško,Gvardiol,13,2,0,7,50,1.21,2,12,3,942,0,10,0.64,1.85,12.31,477424,4.5
351,Erling,Haaland,13,4,0,14,82,0.41,2,13,12,989,0,11,10.98,11.39,13.32,223094,7.5
352,Julián,Álvarez,13,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,461358,0.0
353,João,Cavaco Cancelo,13,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,121145,0.0
354,Mateo,Kovačić,13,3,1,8,45,1.27,2,13,3,878,0,10,0.98,2.24,13.28,91651,4.1
355,Rico,Lewis,13,2,2,1,30,0.50,2,9,0,772,0,9,0.72,1.22,10.69,477064,3.0
356,Matheus Luiz,Nunes,13,3,2,0,18,1.24,1,4,0,290,0,3,0.10,1.34,4.72,465351,2.2
357,James,McAtee,13,3,0,0,1,0.02,0,0,0,1,0,0,0.00,0.02,0.00,432714,1.0
358,Stefan,Ortega Moreno,13,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,88248,0.0
359,Kalvin,Phillips,10,3,0,0,11,0.22,1,14,0,536,1,7,0.31,0.53,12.49,155405,1.6
360,Rodrigo 'Rodri',Hernandez,13,3,0,0,2,0.09,0,0,0,65,0,1,0.00,0.09,0.04,220566,1.0
361,Rúben,Gato Alves Dias,13,2,0,1,19,0.68,2,8,0,726,0,8,0.62,1.30,8.07,171314,2.1
362,John,Stones,13,2,0,1,20,0.11,0,3,2,238,0,2,0.60,0.71,2.17,97299,3.3
363,Kyle,Walker,13,2,0,0,8,1.01,0,9,0,467,0,5,0.12,1.13,8.41,58621,1.1
364,Amad,Diallo,14,3,2,0,27,0.97,4,4,1,478,0,5,0.73,1.70,8.50,493250,3.0
365,Antony Matheus,dos Santos,14,3,0,0,2,0.05,0,1,0,27,0,0,0.15,0.20,0.74,467169,1.0
366,Bruno,Borges Fernandes,14,3,4,6,50,1.96,5,11,2,929,1,11,3.99,5.95,13.93,141746,4.5
367,Altay,Bayindir,14,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,451302,0.0
368,Carlos Henrique,Casimiro,14,3,0,3,25,1.35,2,10,1,623,0,7,0.93,2.28,11.51,61256,2.5
369,Diogo,Dalot Teixeira,14,2,1,6,39,1.01,4,12,0,956,0,11,0.57,1.58,17.08,216051,3.5
370,Christian,Eriksen,14,3,0,0,14,1.07,3,3,0,438,0,5,0.09,1.16,7.43,80607,1.8
371,Jonny,Evans,14,2,0,3,13,0.02,1,1,0,233,0,2,0.08,0.10,1.26,37642,2.6
372,Alejandro,Garnacho,14,3,1,3,40,0.49,2,11,3,712,0,7,3.52,4.01,13.18,493105,3.6
373,Hannibal,Mejbri,14,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,465527,0.0
374,Tom,Heaton,14,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,21205,0.0
375,Rasmus,Højlund,14,4,1,2,21,0.09,2,5,1,414,0,5,0.93,1.02,7.68,497894,3.0
376,Victor,Lindelöf,14,2,0,0,3,0.04,0,1,0,58,0,0,0.00,0.04,1.38,184667,0.8
377,Harry,Maguire,14,2,0,0,8,0.02,1,1,0,240,0,3,0.04,0.06,2.45,95658,1.6
378,Kobbie,Mainoo,14,3,0,0,13,0.45,4,6,0,571,0,7,0.13,0.58,8.65,516895,1.9
379,Tyrell,Malacia,14,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,222690,0.0
380,Lisandro,Martínez,14,2,0,1,29,0.30,4,12,0,886,0,10,0.81,1.11,16.70,221820,2.9
381,Scott,McTominay,14,3,0,0,2,0.00,0,1,0,17,0,0,0.07,0.07,0.66,195851,1.0
382,Mason,Mount,14,3,0,0,3,0.04,1,3,0,144,0,2,0.39,0.43,3.05,184341,1.0
383,André,Onana,14,1,0,5,53,0.19,5,12,0,990,0,11,0.00,0.19,17.12,202641,4.8
384,Facundo,Pellistri Rebollo,14,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,488404,0.0
385,Marcus,Rashford,14,3,1,1,30,1.23,4,7,1,756,0,10,0.88,2.11,11.24,176297,2.7
386,Jadon,Sancho,6,3,4,1,19,0.86,0,4,0,305,0,4,0.08,0.94,3.60,209243,3.8
387,Luke,Shaw,14,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,106760,0.0
388,Aaron,Wan-Bissaka,19,2,0,0,18,0.62,1,17,0,814,0,9,0.07,0.69,15.57,214590,1.8
389,Joshua,Zirkzee,14,4,1,3,23,0.35,2,6,1,428,0,4,2.61,2.96,7.38,458249,2.1
390,Alex,Murphy,15,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,545477,0.0
391,Miguel,Almirón Rejala,15,3,0,0,6,0.14,0,2,0,102,0,1,0.36,0.50,2.07,179018,1.2
392,Harvey,Barnes,15,3,1,9,49,1.34,1,7,4,491,0,5,1.73,3.07,8.13,201666,4.5
393,Sven,Botman,15,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,220237,0.0
394,Bruno,Guimarães Rodriguez Moura,15,3,1,2,28,1.03,3,11,0,980,0,11,0.69,1.72,14.22,208706,2.5
395,Dan,Burn,15,2,0,2,27,0.23,3,11,0,990,0,11,0.57,0.80,14.56,78916,2.5
396,Martin,Dúbravka,15,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,67089,0.0
397,Ryan,Fraser,17,3,0,0,1,0.09,0,7,0,140,1,2,0.02,0.11,3.99,90105,0.2
398,Anthony,Gordon,15,3,1,5,39,1.93,3,8,2,846,0,10,3.70,5.63,11.36,232826,3.9
399,Lewis,Hall,15,2,1,2,32,1.38,3,7,0,785,0,8,0.00,1.38,10.03,487838,2.9
400,Isaac,Hayden,15,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,153127,0.0
401,Alexander,Isak,15,4,2,8,47,0.86,2,10,4,765,0,9,4.27,5.13,12.62,219168,5.2
402,Jacob,Murphy,15,3,2,0,19,1.20,1,5,0,494,0,6,0.31,1.51,6.13,114243,2.1
403,Joelinton Cássio,Apolinário de Lira,15,3,0,6,36,0.69,3,10,2,926,0,11,1.64,2.33,13.60,180974,3.3
404,Lloyd,Kelly,15,2,1,0,10,0.10,0,4,0,205,0,3,0.19,0.29,4.64,235530,1.4
405,Emil,Krafth,15,2,0,0,10,0.03,1,2,0,240,0,2,0.04,0.07,5.07,111773,3.3
406,Garang,Kuol,15,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,564510,0.0
407,Jamaal,Lascelles,15,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,101148,0.0
408,Jamal,Lewis,15,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,194799,0.0
409,Tino,Livramento,15,2,0,2,27,0.10,2,8,0,707,0,8,0.00,0.10,10.35,441191,2.5
410,Sean,Longstaff,15,3,1,0,18,0.18,2,4,0,509,0,6,0.45,0.63,7.79,180135,1.8
411,Lewis,Miley,15,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,547719,0.0
412,Odysseas,Vlachodimos,15,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,111452,0.0
413,Nick,Pope,15,1,0,2,43,0.00,3,11,0,990,0,11,0.00,0.00,14.56,98747,3.9
414,John,Ruddy,15,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,19236,0.0
415,Fabian,Schär,15,2,0,0,22,0.54,2,9,1,747,1,9,0.98,1.52,9.50,119471,2.4
416,Matt,Targett,15,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,169359,0.0
417,Sandro,Tonali,15,3,1,0,14,0.20,1,5,0,408,0,4,0.76,0.96,4.89,432422,1.6
418,Kieran,Trippier,15,2,0,2,13,0.22,1,3,0,278,0,3,0.03,0.25,4.21,77794,2.6
419,Joe,White,15,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,461484,0.0
420,Joe,Willock,15,3,1,0,14,0.47,1,3,0,322,0,3,0.28,0.75,4.48,200089,1.6
421,Callum,Wilson,15,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,75115,0.0
422,Ola,Aina,16,2,0,8,48,0.78,4,9,1,951,0,11,0.11,0.89,10.62,159506,4.4
423,Elliot,Anderson,16,3,3,2,28,0.98,3,9,0,627,0,8,0.71,1.69,7.78,215379,2.5
424,Taiwo,Awoniyi,16,4,0,0,8,0.07,0,1,0,107,0,1,0.44,0.51,1.28,210156,1.0
425,Willy,Boly,16,2,0,0,3,0.00,0,1,0,91,0,1,0.07,0.07,1.22,90585,1.5
426,Josh,Bowler,16,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,245830,0.0
427,Carlos Miguel,dos Santos Pereira,16,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,475123,0.0
428,Eric,da Silva Moreira,16,3,0,0,1,0.00,0,0,0,1,0,0,0.00,0.00,0.00,569014,1.0
429,Danilo,dos Santos de Oliveira,16,3,0,0,1,0.00,0,0,0,14,0,1,0.00,0.00,0.28,513046,1.0
430,Emmanuel,Dennis,16,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,230251,0.0
431,Nicolás,Domínguez,16,3,0,0,12,0.25,2,5,0,517,0,6,0.69,0.94,7.02,250199,1.3
432,Anthony,Elanga,16,3,2,0,25,1.27,3,8,0,646,0,8,0.72,1.99,7.14,449434,2.3
433,Morgan,Gibbs-White,16,3,0,2,21,0.98,3,6,1,627,1,8,1.16,2.14,6.16,222531,2.6
434,Callum,Hudson-Odoi,16,3,1,3,38,1.10,4,6,2,784,0,9,1.01,2.11,6.86,209046,3.5
435,Alex,Mighten,16,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,244930,0.0
436,Murillo,Santiago Costa dos Santos,16,2,0,3,44,0.45,4,10,1,990,0,11,0.52,0.97,11.29,575476,4.0
437,Neco,Williams,16,2,0,0,13,0.20,1,2,0,369,0,3,0.59,0.79,4.06,215136,1.4
438,Omar,Richards,16,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,204822,0.0
439,Lewis,O'Brien,16,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,243345,0.0
440,Andrew,Omobamidele,16,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,466404,0.0
441,Jonathan,Panzo,16,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,209035,0.0
442,Ibrahim,Sangaré,16,3,0,0,4,0.06,1,2,0,212,0,3,0.02,0.08,1.98,210462,1.3
443,Matz,Sels,16,1,1,6,50,0.04,4,10,0,990,0,11,0.00,0.04,11.29,85633,4.5
444,Harry,Toffolo,16,2,0,0,1,0.01,0,1,0,36,0,0,0.02,0.03,0.67,114241,1.0
445,Matt,Turner,7,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,224068,0.0
446,Hwang,Ui-jo,16,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,201440,0.0
447,Chris,Wood,16,4,0,15,68,0.19,5,9,8,888,0,11,4.45,4.64,9.36,60689,6.2
448,Joe,Worrall,16,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,208912,0.0
449,Ryan,Yates,16,3,1,3,30,0.31,3,7,1,806,0,7,1.31,1.62,9.86,204968,2.7
450,Carlos,Alcaraz Durán,17,3,0,0,1,0.03,0,0,0,9,0,0,0.07,0.10,0.00,502697,1.0
451,Samuel,Amo-Ameyaw,17,3,0,0,1,0.13,0,0,0,9,0,0,0.02,0.15,0.00,499724,1.0
452,Joe,Aribo,17,3,0,2,23,0.56,0,14,1,598,0,6,1.27,1.83,16.10,193204,2.3
453,Adam,Armstrong,17,4,0,1,15,0.31,1,7,1,454,0,5,1.19,1.50,9.52,155511,1.9
454,Gavin,Bazunu,17,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,456350,0.0
455,Jan,Bednarek,17,2,0,0,17,0.76,1,21,0,980,0,11,0.01,0.77,23.03,171771,1.5
456,Armel,Bella-Kotchap,17,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,477386,0.0
457,James,Bree,17,2,0,0,1,0.02,0,0,0,13,0,0,0.00,0.02,0.56,184386,1.0
458,Shea,Charles,17,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,463210,0.0
459,Samuel,Edozie,17,3,0,0,1,0.15,0,0,0,64,0,0,0.00,0.15,0.31,490503,0.5
460,Ronnie,Edwards,17,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,500926,0.0
461,Taylor,Harwood-Bellis,17,2,0,0,22,0.13,1,17,1,859,0,10,1.16,1.29,19.37,245719,2.0
462,Kamaldeen,Sulemana,17,3,0,0,2,0.00,0,1,0,15,0,0,0.02,0.02,0.80,504783,1.0
463,Adam,Lallana,17,3,2,1,11,0.40,0,4,0,276,0,4,0.15,0.55,5.15,39155,1.6
464,Juan,Larios López,17,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,515571,0.0
465,Mateusz,Lis,17,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,200428,0.0
466,Joe,Lumley,17,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,167888,0.0
467,Ryan,Manning,17,2,1,0,8,0.59,0,6,0,329,0,5,0.05,0.64,8.79,204863,1.6
468,Sékou,Mara,17,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,476888,0.0
469,Alex,McCarthy,17,1,0,0,6,0.00,0,2,0,180,0,2,0.00,0.00,2.70,58376,3.0
470,Paul,Onuachu,17,4,0,0,4,0.00,0,3,0,59,0,0,0.06,0.06,2.51,147611,0.8
471,Will,Smallbone,17,3,0,0,6,0.54,0,5,0,240,0,3,0.31,0.85,4.93,214466,1.5
472,Jack,Stephens,17,2,0,0,10,0.19,1,11,0,575,1,7,0.23,0.42,12.07,88900,1.4
473,Ross,Stewart,17,4,0,0,3,0.02,0,2,0,130,0,1,0.17,0.19,2.56,230348,0.8
474,Sugawara,Yukinari,17,2,1,0,24,1.20,1,15,1,667,0,8,0.29,1.49,15.30,219279,2.4
475,Charlie,Taylor,17,2,0,0,5,0.09,0,5,0,207,0,2,0.00,0.09,4.08,103914,1.0
476,Kyle,Walker-Peters,17,2,1,3,21,0.52,1,17,0,800,0,9,0.24,0.76,19.96,158534,2.3
477,Nathan,Wood-Gordon,17,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,244845,0.0
478,Ashley,Phillips,18,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,548308,0.0
479,Brandon,Austin,18,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,214572,0.0
480,Rodrigo,Bentancur,18,3,0,1,19,0.25,1,9,1,532,0,7,0.72,0.97,8.24,202993,1.9
481,Lucas,Bergvall,18,3,0,0,5,0.27,0,0,0,46,0,0,0.08,0.35,0.31,570526,1.0
482,Yves,Bissouma,18,3,0,4,25,0.25,1,4,2,396,0,4,0.26,0.51,4.75,227127,3.1
483,Bryan,Gil Salvatierra,18,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,436234,0.0
484,Ben,Davies,18,2,0,0,1,0.00,0,0,0,29,0,0,0.00,0.00,0.47,115556,1.0
485,Alfie,Devine,18,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,496179,0.0
486,Radu,Drăgușin,18,2,0,0,5,0.03,0,5,0,279,0,3,0.02,0.05,5.36,493125,1.2
487,Emerson,Leite de Souza Junior,18,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,241157,0.0
488,Fraser,Forster,18,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,40383,0.0
489,Archie,Gray,18,3,0,0,5,0.01,0,0,0,42,0,0,0.00,0.01,0.14,547701,1.0
490,Pierre-Emile,Højbjerg,18,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,132015,0.0
491,Brennan,Johnson,18,3,2,2,49,0.60,2,12,4,866,0,10,5.61,6.21,12.29,242898,4.5
492,Dejan,Kulusevski,18,3,2,5,41,1.98,2,12,2,858,0,10,1.37,3.35,12.13,445044,3.7
493,Giovani,Lo Celso,18,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,200826,0.0
494,James,Maddison,18,3,4,6,52,3.65,2,10,3,683,0,9,2.36,6.01,8.63,172780,4.7
495,Pedro,Porro,18,2,1,1,35,1.43,2,13,1,987,0,11,0.72,2.15,13.05,441164,3.2
496,Sergio,Reguilón,18,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,199249,0.0
497,Richarlison,de Andrade,18,4,1,0,7,0.49,0,0,0,87,0,0,0.19,0.68,0.59,212319,1.4
498,Cristian,Romero,18,2,0,2,34,0.74,2,13,1,960,0,11,1.03,1.77,12.64,221632,3.1
499,Pape Matar,Sarr,18,3,2,0,19,0.32,0,5,0,439,0,4,0.70,1.02,5.80,482442,1.7
500,Dane,Scarlett,18,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,490145,0.0
501,Oliver,Skipp,11,3,0,0,9,0.21,1,8,0,401,0,5,0.05,0.26,11.57,209042,1.5
502,Manor,Solomon,18,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,235674,0.0
503,Son,Heung-min,18,3,3,7,47,2.19,1,9,3,664,0,8,1.90,4.09,8.91,85971,5.9
504,Djed,Spence,18,2,0,0,2,0.01,0,0,0,63,0,0,0.00,0.01,0.68,232859,0.7
505,Destiny,Udogie,18,2,1,0,23,0.95,1,13,0,915,0,11,0.31,1.26,12.47,487053,2.1
506,Micky,van de Ven,18,2,2,2,27,0.69,2,8,0,710,0,8,0.21,0.90,7.75,491279,3.4
507,Alejo,Véliz,18,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,536908,0.0
508,Guglielmo,Vicario,18,1,0,0,29,0.00,2,13,0,990,0,11,0.00,0.00,13.11,184254,2.6
509,Timo,Werner,18,3,1,0,14,0.22,1,4,0,264,0,2,1.02,1.24,3.80,165153,1.8
510,Alfie,Whiteman,18,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,175941,0.0
511,Edson,Álvarez Velázquez,19,3,0,0,6,0.28,0,10,0,407,1,5,0.06,0.34,8.81,213999,0.8
512,Michail,Antonio,19,4,4,3,37,0.85,3,12,1,668,0,9,1.93,2.78,12.27,57531,3.4
513,Alphonse,Areola,19,1,0,0,15,0.00,1,14,0,675,0,8,0.00,0.00,11.76,84182,1.9
514,Jarrod,Bowen,19,3,3,2,50,2.57,2,18,3,967,0,11,2.02,4.59,17.96,178186,4.5
515,Maxwel,Cornet,17,3,0,0,1,0.00,0,4,0,71,0,1,0.16,0.16,1.79,149519,0.5
516,Vladimír,Coufal,19,2,0,0,9,0.11,1,3,0,221,0,2,0.02,0.13,4.25,164555,1.8
517,Aaron,Cresswell,19,2,0,0,3,0.01,0,0,0,26,0,0,0.03,0.04,0.94,55459,0.8
518,Flynn,Downes,17,3,0,0,17,1.11,1,19,0,896,0,10,0.46,1.57,21.24,220585,1.7
519,George,Earthy,19,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,490885,0.0
520,Emerson,Palmieri dos Santos,19,2,0,0,19,1.27,2,18,0,851,0,11,0.97,2.24,15.56,109533,1.7
521,Łukasz,Fabiański,19,1,0,2,15,0.00,1,5,0,315,0,3,0.00,0.00,6.69,37096,3.8
522,Wes,Foderingham,19,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,82143,0.0
523,Danny,Ings,19,4,2,4,19,0.01,0,1,1,70,0,0,1.00,1.01,0.90,84939,3.8
524,Max,Kilman,19,2,1,3,27,0.14,2,19,0,990,0,11,0.65,0.79,18.45,214048,2.5
525,Mohammed,Kudus,19,3,0,0,23,0.86,1,15,2,662,1,8,2.83,3.69,12.75,460842,2.9
526,Luis Guilherme,Lira dos Santos,19,3,0,0,2,0.00,0,0,0,11,0,0,0.00,0.00,0.13,577114,1.0
527,Lucas,Tolentino Coelho de Lima,19,3,0,1,29,0.98,2,16,2,811,0,10,2.15,3.13,15.50,224024,2.6
528,Konstantinos,Mavropanos,19,2,0,2,16,0.29,1,12,0,650,0,7,0.24,0.53,13.97,233963,1.8
529,Nayef,Aguerd,19,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,210494,0.0
530,Tomáš,Souček,19,3,1,4,32,0.66,2,12,2,652,0,7,2.13,2.79,10.42,215439,3.2
531,James,Ward-Prowse,16,3,0,0,7,0.21,1,5,0,304,1,4,0.06,0.27,4.35,101178,1.2
532,Kurt,Zouma,19,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,103192,0.0
533,Rayan,Aït-Nouri,20,2,2,2,36,0.60,1,26,3,924,0,11,1.21,1.81,18.29,448514,3.3
534,Boubacar,Traoré,20,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,476502,0.0
535,Jean-Ricner,Bellegarde,20,3,1,0,22,0.45,2,11,1,475,0,6,0.28,0.73,8.58,231057,2.2
536,Daniel,Bentley,20,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,79602,0.0
537,Francisco Jorge,Tomás Oliveira,20,3,0,0,1,0.05,0,0,0,6,0,0,0.00,0.05,0.00,510363,1.0
